change_id,account_id,old_beneficiary,new_beneficiary,change_ts,channel
BCH001069,ACC004112,BEN60630,BEN92833,2026-09-14 15:43:33,internet
BCH001070,ACC001152,BEN60227,BEN38972,2026-09-14 15:43:47,mobile
BCH001071,ACC000823,BEN12532,BEN64549,2026-09-14 15:44:32,mobile
BCH001072,ACC003958,BEN40689,BEN40877,2026-09-14 15:45:38,mobile
BCH001073,ACC000008,BEN63485,BEN69695,2026-09-14 15:44:42,branch
BCH001074,ACC004160,BEN61232,BEN45699,2026-09-14 15:40:29,branch
BCH001075,ACC004115,BEN45136,BEN55315,2026-09-14 15:44:05,internet
BCH001076,ACC003409,BEN36976,BEN80132,2026-09-14 15:44:37,internet
BCH001077,ACC002070,BEN84502,BEN60659,2026-09-14 15:45:56,internet
BCH001078,ACC003148,BEN88550,BEN60750,2026-09-14 15:45:12,branch
BCH001079,ACC001719,BEN46280,BEN69923,2026-09-14 15:40:19,internet
BCH001080,ACC003526,BEN65422,BEN48943,2026-09-14 15:45:43,branch
BCH001081,ACC000214,BEN23693,BEN98411,2026-09-14 15:44:12,internet
BCH001082,ACC002633,BEN49326,BEN33532,2026-09-14 15:40:27,mobile
BCH001083,ACC000129,BEN96628,BEN20665,2026-09-14 15:40:16,mobile
BCH001084,ACC001677,BEN86821,BEN76896,2026-09-14 15:40:25,mobile
BCH001085,ACC001115,BEN90379,BEN19354,2026-09-14 15:40:14,branch
BCH001086,ACC001598,BEN36032,BEN38402,2026-09-14 15:41:27,mobile
BCH001087,ACC002026,BEN16683,BEN70822,2026-09-14 15:42:58,mobile
BCH001088,ACC001349,BEN47161,BEN34748,2026-09-14 15:45:24,internet
BCH001089,ACC002897,BEN94109,BEN28727,2026-09-14 15:43:22,branch
BCH001090,ACC002540,BEN98649,BEN91607,2026-09-14 15:44:42,branch
BCH001091,ACC001928,BEN39262,BEN64745,2026-09-14 15:43:48,mobile
BCH001092,ACC000221,BEN87726,BEN23116,2026-09-14 15:41:07,mobile
BCH001093,ACC001493,BEN93983,BEN34831,2026-09-14 15:42:23,internet
BCH001094,ACC002761,BEN70672,BEN87013,2026-09-14 15:40:13,branch
BCH001095,ACC004034,BEN28169,BEN86554,2026-09-14 15:46:01,mobile
BCH001096,ACC003547,BEN96124,BEN87076,2026-09-14 15:40:31,branch
BCH001097,ACC001214,BEN17487,BEN60360,2026-09-14 15:42:18,internet
BCH001098,ACC003154,BEN26128,BEN80482,2026-09-14 15:44:20,branch
BCH001099,ACC003310,BEN87840,BEN77944,2026-09-14 15:40:06,internet
BCH001100,ACC003633,BEN85737,BEN26378,2026-09-14 15:45:04,branch
BCH001101,ACC001696,BEN61345,BEN70823,2026-09-14 15:40:29,branch
BCH001102,ACC003168,BEN49313,BEN29857,2026-09-14 15:45:05,mobile
BCH001103,ACC003149,BEN63785,BEN52217,2026-09-14 15:43:19,branch
BCH001104,ACC003182,BEN90936,BEN93034,2026-09-14 15:42:51,internet
BCH001105,ACC004555,BEN47248,BEN65521,2026-09-14 15:42:23,mobile
BCH001106,ACC003474,BEN28187,BEN10794,2026-09-14 15:40:53,branch
BCH001107,ACC003247,BEN37847,BEN31208,2026-09-14 15:40:54,branch
BCH001108,ACC004083,BEN11763,BEN28437,2026-09-14 15:41:11,mobile
BCH001109,ACC001968,BEN22593,BEN73704,2026-09-14 15:40:38,internet
BCH001110,ACC000208,BEN15062,BEN33809,2026-09-14 15:45:51,internet
BCH001111,ACC003690,BEN70723,BEN72657,2026-09-14 15:40:33,branch
BCH001112,ACC004213,BEN24059,BEN36329,2026-09-14 15:40:33,mobile
BCH001113,ACC003111,BEN89233,BEN24173,2026-09-14 15:43:07,branch
BCH001114,ACC003950,BEN37089,BEN49310,2026-09-14 15:42:37,branch
BCH001115,ACC001875,BEN94556,BEN84245,2026-09-14 15:40:18,mobile
BCH001116,ACC004042,BEN56692,BEN22839,2026-09-14 15:40:38,internet
BCH001117,ACC004970,BEN56295,BEN33562,2026-09-14 15:41:11,internet
BCH001118,ACC001078,BEN93252,BEN71681,2026-09-14 15:41:48,mobile
BCH001119,ACC003427,BEN18771,BEN83969,2026-09-14 15:40:10,mobile
BCH001120,ACC003875,BEN14061,BEN79987,2026-09-14 15:44:49,internet
BCH001121,ACC002295,BEN17704,BEN93901,2026-09-14 15:40:45,branch
BCH001122,ACC003835,BEN77758,BEN74845,2026-09-14 15:42:35,mobile
BCH001123,ACC000450,BEN55274,BEN23385,2026-09-14 15:43:47,internet
BCH001124,ACC000429,BEN61730,BEN57054,2026-09-14 15:40:36,branch
BCH001125,ACC002550,BEN67795,BEN70053,2026-09-14 15:40:29,mobile
BCH001126,ACC003444,BEN32900,BEN38984,2026-09-14 15:41:09,branch
BCH001127,ACC003910,BEN43637,BEN93973,2026-09-14 15:45:59,mobile
BCH001128,ACC004420,BEN53533,BEN35107,2026-09-14 15:46:03,branch
BCH001129,ACC002454,BEN15482,BEN32926,2026-09-14 15:40:48,mobile
BCH001130,ACC002387,BEN45336,BEN34152,2026-09-14 15:43:42,mobile
BCH001131,ACC004062,BEN95261,BEN85107,2026-09-14 15:40:59,internet
BCH001132,ACC002669,BEN64533,BEN99508,2026-09-14 15:44:37,branch
BCH001133,ACC002644,BEN30669,BEN85661,2026-09-14 15:43:12,mobile
BCH001134,ACC003530,BEN13706,BEN70630,2026-09-14 15:43:34,mobile
BCH001135,ACC002494,BEN44178,BEN89644,2026-09-14 15:41:55,branch
BCH001136,ACC004923,BEN63134,BEN33906,2026-09-14 15:41:53,branch
BCH001137,ACC001267,BEN65812,BEN89424,2026-09-14 15:44:07,internet
BCH001138,ACC002500,BEN14065,BEN50739,2026-09-14 15:42:29,branch
BCH001139,ACC003785,BEN64071,BEN22465,2026-09-14 15:43:26,branch
BCH001140,ACC004578,BEN80456,BEN83114,2026-09-14 15:42:35,branch
BCH001141,ACC001372,BEN59870,BEN23293,2026-09-14 15:43:20,mobile
BCH001142,ACC001744,BEN39188,BEN88991,2026-09-14 15:40:35,mobile
BCH001143,ACC003304,BEN78747,BEN11497,2026-09-14 15:45:03,internet
BCH001144,ACC002917,BEN26220,BEN28591,2026-09-14 15:41:40,branch
BCH001145,ACC004454,BEN61659,BEN55220,2026-09-14 15:41:18,mobile
BCH001146,ACC003030,BEN75928,BEN77758,2026-09-14 15:45:51,branch
BCH001147,ACC004186,BEN29635,BEN37670,2026-09-14 15:42:39,internet
BCH001148,ACC004983,BEN19272,BEN45469,2026-09-14 15:42:05,internet
BCH001149,ACC002755,BEN99350,BEN97076,2026-09-14 15:45:01,internet
BCH001150,ACC001511,BEN77937,BEN34365,2026-09-14 15:42:48,branch
BCH001151,ACC002921,BEN58860,BEN84015,2026-09-14 15:42:28,internet
BCH001152,ACC001797,BEN38578,BEN79369,2026-09-14 15:43:12,internet
BCH001153,ACC000484,BEN53523,BEN76228,2026-09-14 15:42:08,internet
BCH001154,ACC000066,BEN73718,BEN80637,2026-09-14 15:41:06,mobile
BCH001155,ACC003329,BEN61785,BEN22382,2026-09-14 15:43:22,mobile
BCH001156,ACC001762,BEN10957,BEN56278,2026-09-14 15:41:41,mobile
BCH001157,ACC002682,BEN57837,BEN99393,2026-09-14 15:40:50,branch
BCH001158,ACC004651,BEN48300,BEN53721,2026-09-14 15:40:14,mobile
BCH001159,ACC000236,BEN44261,BEN58953,2026-09-14 15:41:32,mobile
BCH001160,ACC004286,BEN35644,BEN30692,2026-09-14 15:41:45,branch
BCH001161,ACC004545,BEN94544,BEN92434,2026-09-14 15:44:15,internet
BCH001162,ACC003354,BEN23937,BEN75326,2026-09-14 15:43:22,mobile
BCH001163,ACC002366,BEN27181,BEN19755,2026-09-14 15:40:18,internet
BCH001164,ACC000607,BEN39736,BEN97102,2026-09-14 15:41:32,branch
BCH001165,ACC000112,BEN51572,BEN21714,2026-09-14 15:45:54,internet
BCH001166,ACC004564,BEN36897,BEN84054,2026-09-14 15:40:06,mobile
BCH001167,ACC001696,BEN66282,BEN89023,2026-09-14 15:40:43,branch
BCH001168,ACC001272,BEN59378,BEN13852,2026-09-14 15:43:29,mobile
BCH001169,ACC003211,BEN65027,BEN59584,2026-09-14 15:42:00,mobile
BCH001170,ACC000229,BEN47831,BEN27678,2026-09-14 15:40:49,mobile
BCH001171,ACC002286,BEN20100,BEN29267,2026-09-14 15:45:28,mobile
BCH001172,ACC004759,BEN10940,BEN53730,2026-09-14 15:44:13,internet
BCH001173,ACC003508,BEN50016,BEN65411,2026-09-14 15:44:37,internet
BCH001174,ACC000977,BEN33270,BEN40695,2026-09-14 15:40:51,mobile
BCH001175,ACC002448,BEN14966,BEN81548,2026-09-14 15:42:38,branch
BCH001176,ACC004980,BEN90174,BEN62782,2026-09-14 15:44:54,mobile
BCH001177,ACC003272,BEN22534,BEN20828,2026-09-14 15:45:31,branch
BCH001178,ACC000652,BEN43864,BEN79919,2026-09-14 15:41:26,mobile
BCH001179,ACC003082,BEN62594,BEN30385,2026-09-14 15:45:19,branch
BCH001180,ACC002123,BEN52124,BEN15045,2026-09-14 15:42:31,mobile
BCH001181,ACC001613,BEN90506,BEN49613,2026-09-14 15:41:56,branch
BCH001182,ACC004828,BEN89568,BEN60872,2026-09-14 15:40:59,mobile
BCH001183,ACC000087,BEN78727,BEN81106,2026-09-14 15:43:31,branch
BCH001184,ACC002915,BEN95707,BEN35641,2026-09-14 15:44:21,mobile
BCH001185,ACC000589,BEN87477,BEN45921,2026-09-14 15:40:18,mobile
BCH001186,ACC000300,BEN52065,BEN12428,2026-09-14 15:42:40,mobile
BCH001187,ACC004795,BEN26694,BEN10781,2026-09-14 15:45:47,branch
BCH001188,ACC000587,BEN61691,BEN47434,2026-09-14 15:41:34,branch
BCH001189,ACC001445,BEN65404,BEN86839,2026-09-14 15:43:48,mobile
BCH001190,ACC002587,BEN78822,BEN56424,2026-09-14 15:43:02,mobile
BCH001191,ACC002114,BEN30116,BEN71331,2026-09-14 15:42:12,branch
BCH001192,ACC001360,BEN98085,BEN84641,2026-09-14 15:43:57,internet
BCH001193,ACC002555,BEN46848,BEN16184,2026-09-14 15:40:33,mobile
BCH001194,ACC003019,BEN95798,BEN97890,2026-09-14 15:40:35,mobile
BCH001195,ACC002840,BEN28964,BEN91794,2026-09-14 15:44:56,branch
BCH001196,ACC003154,BEN57292,BEN51714,2026-09-14 15:43:17,branch
BCH001197,ACC003357,BEN89046,BEN66043,2026-09-14 15:44:06,mobile
BCH001198,ACC002776,BEN75428,BEN13052,2026-09-14 15:42:20,mobile
BCH001199,ACC001423,BEN66187,BEN72033,2026-09-14 15:41:54,internet
BCH001200,ACC000494,BEN54487,BEN12388,2026-09-14 15:44:03,internet
BCH001201,ACC000048,BEN10208,BEN91320,2026-09-14 15:44:31,mobile
BCH001202,ACC004738,BEN63835,BEN21791,2026-09-14 15:44:32,branch
BCH001203,ACC000963,BEN85110,BEN21138,2026-09-14 15:44:34,internet
BCH001204,ACC002546,BEN58785,BEN66633,2026-09-14 15:43:11,branch
BCH001205,ACC004112,BEN64135,BEN54254,2026-09-14 15:45:23,mobile
BCH001206,ACC001472,BEN73707,BEN67118,2026-09-14 15:40:56,internet
BCH001207,ACC004600,BEN57322,BEN59866,2026-09-14 15:43:18,mobile
BCH001208,ACC001976,BEN51501,BEN13667,2026-09-14 15:40:34,mobile
BCH001209,ACC002279,BEN80731,BEN60640,2026-09-14 15:46:04,mobile
BCH001210,ACC003981,BEN27440,BEN33716,2026-09-14 15:46:04,mobile
BCH001211,ACC002641,BEN18537,BEN39601,2026-09-14 15:44:42,mobile
BCH001212,ACC001900,BEN12446,BEN71878,2026-09-14 15:41:37,branch
BCH001213,ACC000005,BEN58976,BEN63456,2026-09-14 15:44:04,internet
BCH001214,ACC001635,BEN53351,BEN43666,2026-09-14 15:41:52,mobile
BCH001215,ACC001443,BEN59699,BEN54371,2026-09-14 15:42:56,internet
BCH001216,ACC001535,BEN24253,BEN63636,2026-09-14 15:45:57,branch
BCH001217,ACC001520,BEN29038,BEN74531,2026-09-14 15:41:01,internet
BCH001218,ACC002701,BEN58148,BEN67896,2026-09-14 15:44:37,branch
BCH001219,ACC000179,BEN67907,BEN93045,2026-09-14 15:44:29,branch
BCH001220,ACC003982,BEN24756,BEN33198,2026-09-14 15:45:32,internet
BCH001221,ACC003267,BEN55772,BEN75237,2026-09-14 15:41:13,internet
BCH001222,ACC003350,BEN20001,BEN32342,2026-09-14 15:44:23,internet
BCH001223,ACC004070,BEN54468,BEN78906,2026-09-14 15:41:04,mobile
BCH001224,ACC001750,BEN52514,BEN54099,2026-09-14 15:44:31,branch
BCH001225,ACC004302,BEN89009,BEN94732,2026-09-14 15:43:35,branch
BCH001226,ACC001161,BEN71997,BEN89928,2026-09-14 15:40:16,internet
BCH001227,ACC000876,BEN32511,BEN51281,2026-09-14 15:43:30,mobile
BCH001228,ACC003030,BEN57377,BEN10245,2026-09-14 15:40:44,internet
BCH001229,ACC004011,BEN25238,BEN19034,2026-09-14 15:43:21,internet
BCH001230,ACC002163,BEN49805,BEN69051,2026-09-14 15:42:52,branch
BCH001231,ACC004677,BEN62542,BEN61685,2026-09-14 15:45:28,mobile
BCH001232,ACC001371,BEN70111,BEN62336,2026-09-14 15:44:11,internet
BCH001233,ACC001297,BEN39342,BEN98501,2026-09-14 15:43:51,internet
BCH001234,ACC003412,BEN42933,BEN54018,2026-09-14 15:45:53,internet
BCH001235,ACC001048,BEN64587,BEN45036,2026-09-14 15:42:18,branch
BCH001236,ACC004489,BEN11588,BEN69905,2026-09-14 15:45:06,branch
BCH001237,ACC004080,BEN23175,BEN83913,2026-09-14 15:41:19,branch
BCH001238,ACC003151,BEN81785,BEN71615,2026-09-14 15:43:12,mobile
BCH001239,ACC002004,BEN24372,BEN71214,2026-09-14 15:42:39,internet
BCH001240,ACC001253,BEN35863,BEN41687,2026-09-14 15:45:37,branch
BCH001241,ACC002860,BEN29599,BEN16033,2026-09-14 15:42:13,internet
BCH001242,ACC003659,BEN27854,BEN54622,2026-09-14 15:41:57,mobile
BCH001243,ACC000377,BEN81927,BEN13177,2026-09-14 15:40:46,mobile
BCH001244,ACC001019,BEN73286,BEN39519,2026-09-14 15:40:26,internet
BCH001245,ACC004207,BEN54882,BEN12206,2026-09-14 15:42:58,branch
BCH001246,ACC003667,BEN86068,BEN81334,2026-09-14 15:42:31,mobile
BCH001247,ACC000485,BEN86869,BEN56526,2026-09-14 15:41:24,internet
BCH001248,ACC004716,BEN18439,BEN68868,2026-09-14 15:43:17,mobile
BCH001249,ACC001349,BEN40453,BEN17968,2026-09-14 15:45:36,internet
BCH001250,ACC001963,BEN76471,BEN83046,2026-09-14 15:41:32,mobile
BCH001251,ACC004996,BEN30487,BEN88328,2026-09-14 15:41:09,branch
BCH001252,ACC001818,BEN35107,BEN32475,2026-09-14 15:40:49,mobile
BCH001253,ACC003806,BEN89529,BEN72448,2026-09-14 15:41:04,branch
BCH001254,ACC004564,BEN61597,BEN58666,2026-09-14 15:43:10,mobile
BCH001255,ACC003076,BEN36591,BEN64632,2026-09-14 15:43:45,mobile
BCH001256,ACC000876,BEN42765,BEN97116,2026-09-14 15:40:18,internet
BCH001257,ACC001102,BEN50299,BEN87301,2026-09-14 15:40:23,mobile
BCH001258,ACC004162,BEN64004,BEN44636,2026-09-14 15:43:12,internet
BCH001259,ACC002146,BEN39697,BEN81925,2026-09-14 15:41:30,mobile
BCH001260,ACC001151,BEN23665,BEN19677,2026-09-14 15:44:54,branch
BCH001261,ACC000386,BEN83738,BEN63624,2026-09-14 15:44:33,mobile
BCH001262,ACC002993,BEN86034,BEN66365,2026-09-14 15:41:31,mobile
BCH001263,ACC004749,BEN11640,BEN34451,2026-09-14 15:40:43,internet
BCH001264,ACC003685,BEN59003,BEN44318,2026-09-14 15:40:10,internet
BCH001265,ACC002490,BEN71845,BEN78068,2026-09-14 15:41:43,internet
BCH001266,ACC001747,BEN33251,BEN86885,2026-09-14 15:44:17,branch
BCH001267,ACC000579,BEN87018,BEN79259,2026-09-14 15:44:28,mobile
BCH001268,ACC003940,BEN74305,BEN45186,2026-09-14 15:40:07,branch
BCH001269,ACC004210,BEN51454,BEN88515,2026-09-14 15:46:03,mobile
BCH001270,ACC002892,BEN34106,BEN42161,2026-09-14 15:40:27,mobile
BCH001271,ACC003498,BEN58971,BEN84707,2026-09-14 15:45:13,internet
BCH001272,ACC002927,BEN57252,BEN72015,2026-09-14 15:44:59,internet
BCH001273,ACC000880,BEN19944,BEN97348,2026-09-14 15:41:50,mobile
BCH001274,ACC000636,BEN62482,BEN90503,2026-09-14 15:42:32,mobile
BCH001275,ACC004261,BEN96315,BEN31166,2026-09-14 15:45:09,internet
BCH001276,ACC004561,BEN95957,BEN81954,2026-09-14 15:45:29,internet
BCH001277,ACC004542,BEN49748,BEN14372,2026-09-14 15:41:43,branch
BCH001278,ACC004260,BEN28579,BEN39376,2026-09-14 15:40:48,internet
BCH001279,ACC003323,BEN56632,BEN97847,2026-09-14 15:43:28,internet
BCH001280,ACC003186,BEN68234,BEN85252,2026-09-14 15:41:08,branch
BCH001281,ACC003305,BEN68314,BEN62884,2026-09-14 15:40:33,internet
BCH001282,ACC004277,BEN67585,BEN23272,2026-09-14 15:42:29,internet
BCH001283,ACC001145,BEN41996,BEN38561,2026-09-14 15:44:04,branch
BCH001284,ACC001365,BEN68892,BEN35106,2026-09-14 15:40:20,branch
BCH001285,ACC004677,BEN51696,BEN41347,2026-09-14 15:40:40,branch
BCH001286,ACC002066,BEN85969,BEN19423,2026-09-14 15:42:22,internet
BCH001287,ACC004428,BEN97491,BEN64737,2026-09-14 15:45:18,mobile
BCH001288,ACC004583,BEN59344,BEN39119,2026-09-14 15:42:55,mobile
BCH001289,ACC002088,BEN90958,BEN78712,2026-09-14 15:44:31,internet
BCH001290,ACC003967,BEN20092,BEN34497,2026-09-14 15:42:23,branch
BCH001291,ACC004484,BEN66632,BEN70278,2026-09-14 15:42:47,internet
BCH001292,ACC004504,BEN33238,BEN83824,2026-09-14 15:44:06,branch
BCH001293,ACC000767,BEN30159,BEN78377,2026-09-14 15:40:37,branch
BCH001294,ACC000476,BEN54874,BEN20524,2026-09-14 15:44:36,mobile
BCH001295,ACC001448,BEN98343,BEN35672,2026-09-14 15:41:23,branch
BCH001296,ACC003739,BEN34774,BEN31424,2026-09-14 15:42:46,branch
BCH001297,ACC001601,BEN37092,BEN49542,2026-09-14 15:41:57,branch
BCH001298,ACC002990,BEN86829,BEN63815,2026-09-14 15:44:53,internet
BCH001299,ACC000799,BEN45283,BEN68660,2026-09-14 15:43:10,branch
BCH001300,ACC004942,BEN17390,BEN31578,2026-09-14 15:44:06,internet
BCH001301,ACC003764,BEN51079,BEN78075,2026-09-14 15:40:05,branch
BCH001302,ACC000343,BEN95379,BEN57626,2026-09-14 15:40:08,mobile
BCH001303,ACC002836,BEN97320,BEN58018,2026-09-14 15:44:22,internet
BCH001304,ACC004070,BEN86409,BEN24899,2026-09-14 15:44:28,internet
BCH001305,ACC001894,BEN57564,BEN99680,2026-09-14 15:42:20,internet
BCH001306,ACC002386,BEN73130,BEN38468,2026-09-14 15:41:02,branch
BCH001307,ACC002142,BEN55677,BEN21100,2026-09-14 15:40:56,internet
BCH001308,ACC001773,BEN74054,BEN99929,2026-09-14 15:42:38,mobile
BCH001309,ACC003088,BEN24568,BEN11730,2026-09-14 15:46:03,mobile
BCH001310,ACC003669,BEN47775,BEN74616,2026-09-14 15:41:14,branch
BCH001311,ACC004743,BEN12307,BEN35932,2026-09-14 15:41:47,mobile
BCH001312,ACC004576,BEN18463,BEN32003,2026-09-14 15:42:21,mobile
BCH001313,ACC001758,BEN79232,BEN36426,2026-09-14 15:42:09,internet
BCH001314,ACC002452,BEN13627,BEN65041,2026-09-14 15:44:21,branch
BCH001315,ACC003854,BEN92295,BEN50770,2026-09-14 15:45:38,mobile
BCH001316,ACC004512,BEN41491,BEN26189,2026-09-14 15:45:14,internet
BCH001317,ACC001992,BEN93970,BEN49952,2026-09-14 15:41:03,branch
BCH001318,ACC003800,BEN22535,BEN58756,2026-09-14 15:41:59,branch
BCH001319,ACC003486,BEN99361,BEN81676,2026-09-14 15:42:51,internet
BCH001320,ACC000916,BEN16323,BEN88600,2026-09-14 15:43:56,mobile
BCH001321,ACC002847,BEN66881,BEN84725,2026-09-14 15:42:34,mobile
BCH001322,ACC002449,BEN27713,BEN23011,2026-09-14 15:43:44,mobile
BCH001323,ACC001739,BEN17306,BEN44230,2026-09-14 15:42:48,internet
BCH001324,ACC003126,BEN53154,BEN98454,2026-09-14 15:43:54,branch
BCH001325,ACC003349,BEN67143,BEN70525,2026-09-14 15:41:35,internet
BCH001326,ACC003912,BEN61232,BEN21808,2026-09-14 15:40:57,branch
BCH001327,ACC000858,BEN48482,BEN20473,2026-09-14 15:41:31,branch
BCH001328,ACC000133,BEN18510,BEN44390,2026-09-14 15:42:08,internet
BCH001329,ACC001575,BEN79543,BEN73593,2026-09-14 15:40:58,mobile
BCH001330,ACC003518,BEN86949,BEN51235,2026-09-14 15:40:24,mobile
BCH001331,ACC000518,BEN66675,BEN42331,2026-09-14 15:43:51,branch
BCH001332,ACC004893,BEN14532,BEN92267,2026-09-14 15:44:37,branch
BCH001333,ACC002721,BEN73158,BEN46358,2026-09-14 15:44:14,mobile
BCH001334,ACC002638,BEN10260,BEN51543,2026-09-14 15:44:59,internet
BCH001335,ACC001465,BEN86154,BEN13932,2026-09-14 15:43:47,branch
BCH001336,ACC004313,BEN25009,BEN16714,2026-09-14 15:43:55,branch
BCH001337,ACC000969,BEN76276,BEN29771,2026-09-14 15:44:50,mobile
BCH001338,ACC002775,BEN32818,BEN85351,2026-09-14 15:42:06,branch
BCH001339,ACC000186,BEN71039,BEN63150,2026-09-14 15:41:45,mobile
BCH001340,ACC003219,BEN18010,BEN62782,2026-09-14 15:42:47,mobile
BCH001341,ACC002087,BEN79731,BEN81645,2026-09-14 15:44:14,mobile
BCH001342,ACC000597,BEN81061,BEN13705,2026-09-14 15:42:23,branch
BCH001343,ACC001850,BEN22870,BEN54407,2026-09-14 15:45:01,branch
BCH001344,ACC001959,BEN42335,BEN42477,2026-09-14 15:45:11,mobile
BCH001345,ACC002792,BEN46102,BEN19542,2026-09-14 15:44:59,internet
BCH001346,ACC002469,BEN20324,BEN16318,2026-09-14 15:40:33,internet
BCH001347,ACC003189,BEN87475,BEN75163,2026-09-14 15:40:49,internet
BCH001348,ACC004553,BEN67184,BEN71125,2026-09-14 15:42:31,branch
BCH001349,ACC000055,BEN17459,BEN74769,2026-09-14 15:41:40,mobile
BCH001350,ACC002874,BEN39666,BEN64956,2026-09-14 15:41:44,internet
BCH001351,ACC004525,BEN29394,BEN51907,2026-09-14 15:42:32,mobile
BCH001352,ACC002129,BEN57670,BEN72407,2026-09-14 15:43:19,internet
BCH001353,ACC001687,BEN79749,BEN68982,2026-09-14 15:43:16,mobile
BCH001354,ACC002754,BEN97691,BEN40744,2026-09-14 15:41:00,internet
BCH001355,ACC000276,BEN43454,BEN85297,2026-09-14 15:44:39,branch
BCH001356,ACC003846,BEN21264,BEN48305,2026-09-14 15:43:46,branch
BCH001357,ACC000839,BEN12435,BEN89372,2026-09-14 15:45:39,mobile
BCH001358,ACC002461,BEN20389,BEN46883,2026-09-14 15:43:34,internet
BCH001359,ACC003802,BEN42072,BEN99294,2026-09-14 15:45:18,internet
BCH001360,ACC002903,BEN55597,BEN16668,2026-09-14 15:45:14,branch
BCH001361,ACC004917,BEN62676,BEN73678,2026-09-14 15:42:17,mobile
BCH001362,ACC002388,BEN21315,BEN19728,2026-09-14 15:40:47,branch
BCH001363,ACC002660,BEN28265,BEN57522,2026-09-14 15:44:36,internet
BCH001364,ACC004782,BEN97137,BEN72575,2026-09-14 15:45:54,branch
BCH001365,ACC002470,BEN58635,BEN88610,2026-09-14 15:41:54,mobile
BCH001366,ACC004654,BEN47585,BEN64736,2026-09-14 15:42:49,mobile
BCH001367,ACC002378,BEN57767,BEN94590,2026-09-14 15:44:53,internet
BCH001368,ACC000747,BEN94134,BEN95021,2026-09-14 15:44:35,branch
BCH001369,ACC000466,BEN19362,BEN62078,2026-09-14 15:43:22,mobile
BCH001370,ACC002955,BEN80535,BEN76076,2026-09-14 15:42:12,internet
BCH001371,ACC002299,BEN68017,BEN16822,2026-09-14 15:41:39,internet
BCH001372,ACC003155,BEN27478,BEN31630,2026-09-14 15:42:14,internet
BCH001373,ACC000421,BEN34190,BEN97603,2026-09-14 15:45:03,mobile
BCH001374,ACC001071,BEN99333,BEN58356,2026-09-14 15:44:48,branch
BCH001375,ACC002895,BEN67041,BEN30853,2026-09-14 15:41:18,mobile
BCH001376,ACC000651,BEN10181,BEN25563,2026-09-14 15:40:59,branch
BCH001377,ACC003404,BEN50916,BEN94858,2026-09-14 15:40:31,branch
BCH001378,ACC000812,BEN41351,BEN26630,2026-09-14 15:41:43,mobile
BCH001379,ACC001047,BEN97048,BEN26017,2026-09-14 15:40:59,internet
BCH001380,ACC002002,BEN98590,BEN36130,2026-09-14 15:42:48,internet
BCH001381,ACC002245,BEN30358,BEN76264,2026-09-14 15:42:24,branch
BCH001382,ACC002571,BEN66478,BEN73932,2026-09-14 15:43:31,internet
BCH001383,ACC000025,BEN56056,BEN81572,2026-09-14 15:44:09,internet
BCH001384,ACC000304,BEN54589,BEN88809,2026-09-14 15:42:59,internet
BCH001385,ACC002717,BEN56864,BEN68155,2026-09-14 15:43:44,mobile
BCH001386,ACC000843,BEN63195,BEN31925,2026-09-14 15:44:24,mobile
BCH001387,ACC000257,BEN40309,BEN65594,2026-09-14 15:44:18,internet
BCH001388,ACC003227,BEN12089,BEN24042,2026-09-14 15:44:48,branch
BCH001389,ACC000135,BEN69117,BEN11835,2026-09-14 15:44:39,internet
BCH001390,ACC003767,BEN58311,BEN50198,2026-09-14 15:42:15,mobile
BCH001391,ACC001165,BEN25992,BEN42601,2026-09-14 15:45:12,mobile
BCH001392,ACC003142,BEN26669,BEN27742,2026-09-14 15:43:17,internet
BCH001393,ACC002030,BEN72698,BEN83423,2026-09-14 15:40:49,mobile
BCH001394,ACC004424,BEN46395,BEN72985,2026-09-14 15:43:30,branch
BCH001395,ACC001340,BEN42656,BEN18710,2026-09-14 15:42:04,internet
BCH001396,ACC003021,BEN79327,BEN84561,2026-09-14 15:42:19,mobile
BCH001397,ACC000075,BEN27618,BEN36060,2026-09-14 15:41:18,internet
BCH001398,ACC003977,BEN31610,BEN29159,2026-09-14 15:45:41,branch
BCH001399,ACC004542,BEN20705,BEN58057,2026-09-14 15:43:37,branch
BCH001400,ACC000797,BEN63131,BEN86655,2026-09-14 15:41:07,branch
BCH001401,ACC000601,BEN18222,BEN60122,2026-09-14 15:44:45,mobile
BCH001402,ACC000328,BEN56209,BEN15797,2026-09-14 15:45:30,internet
BCH001403,ACC001339,BEN66843,BEN89849,2026-09-14 15:42:12,internet
BCH001404,ACC002266,BEN99899,BEN55973,2026-09-14 15:43:58,internet
BCH001405,ACC000830,BEN60565,BEN58386,2026-09-14 15:42:52,mobile
BCH001406,ACC000009,BEN73689,BEN54204,2026-09-14 15:44:55,branch
BCH001407,ACC004336,BEN16339,BEN16233,2026-09-14 15:44:59,mobile
BCH001408,ACC002994,BEN16838,BEN91932,2026-09-14 15:41:33,mobile
BCH001409,ACC002031,BEN53888,BEN43037,2026-09-14 15:45:27,internet
BCH001410,ACC000472,BEN15935,BEN85589,2026-09-14 15:41:46,mobile
BCH001411,ACC001743,BEN20324,BEN97629,2026-09-14 15:41:05,branch
BCH001412,ACC004087,BEN92761,BEN64631,2026-09-14 15:40:08,branch
BCH001413,ACC001672,BEN70320,BEN56258,2026-09-14 15:42:42,mobile
BCH001414,ACC003088,BEN87248,BEN70517,2026-09-14 15:42:54,branch
