account_id,onboarding_date,occupation_category,risk_rating,account_type,is_mule
ACC001155,2024-11-07,retired,low,business,0
ACC001156,2023-07-20,retired,low,savings,0
ACC001157,2025-06-21,self_employed,low,current,0
ACC001158,2025-06-25,self_employed,low,business,0
ACC001159,2023-09-16,business,low,current,0
ACC001160,2024-10-13,retired,low,business,0
ACC001161,2022-07-18,retired,low,current,0
ACC001162,2024-10-28,retired,low,savings,0
ACC001163,2026-05-01,business,low,business,0
ACC001164,2024-10-01,salaried,high,business,0
ACC001165,2022-03-20,student,low,current,0
ACC001166,2025-01-31,student,medium,business,0
ACC001167,2024-01-18,student,low,savings,0
ACC001168,2023-04-25,salaried,low,savings,0
ACC001169,2022-09-27,salaried,medium,current,0
ACC001170,2025-07-26,salaried,medium,current,0
ACC001171,2022-06-24,business,low,business,0
ACC001172,2023-07-03,self_employed,high,savings,0
ACC001173,2021-11-18,self_employed,low,current,0
ACC001174,2022-02-17,business,medium,business,0
ACC001175,2024-07-15,salaried,medium,savings,0
ACC001176,2023-10-09,business,medium,current,0
ACC001177,2022-10-09,student,medium,savings,0
ACC001178,2026-07-03,self_employed,low,current,0
ACC001179,2023-06-12,student,medium,savings,0
ACC001180,2022-04-14,student,medium,business,0
ACC001181,2026-05-31,self_employed,low,savings,0
ACC001182,2023-06-18,retired,low,savings,0
ACC001183,2026-09-08,retired,low,savings,0
ACC001184,2023-07-15,self_employed,low,savings,0
ACC001185,2023-09-06,business,low,current,0
ACC001186,2024-06-29,business,low,savings,0
ACC001187,2022-12-15,student,medium,current,0
ACC001188,2021-09-21,salaried,low,business,0
ACC001189,2024-01-22,self_employed,medium,business,0
ACC001190,2022-12-06,student,high,current,0
ACC001191,2022-10-21,retired,low,current,0
ACC001192,2026-04-18,student,low,savings,0
ACC001193,2023-10-31,retired,medium,current,0
ACC001194,2023-03-09,student,low,business,0
ACC001195,2022-08-20,business,medium,savings,0
ACC001196,2021-12-02,business,medium,current,0
ACC001197,2022-10-27,student,medium,current,0
ACC001198,2021-10-29,self_employed,low,savings,0
ACC001199,2024-09-30,business,low,business,0
ACC001200,2023-09-22,salaried,low,current,0
ACC001201,2024-06-14,business,low,business,0
ACC001202,2021-11-01,salaried,medium,savings,0
ACC001203,2023-03-08,student,medium,savings,0
ACC001204,2023-12-16,student,high,savings,0
ACC001205,2022-02-22,salaried,medium,business,0
ACC001206,2022-10-11,student,low,current,0
ACC001207,2025-04-12,self_employed,low,savings,0
ACC001208,2026-03-05,student,low,savings,0
ACC001209,2022-09-01,salaried,low,current,0
ACC001210,2022-03-29,retired,high,current,0
ACC001211,2025-10-01,retired,medium,current,0
ACC001212,2025-07-06,business,low,current,0
ACC001213,2024-10-11,business,low,business,0
ACC001214,2026-01-24,self_employed,low,savings,0
ACC001215,2022-08-17,salaried,low,current,0
ACC001216,2025-07-18,student,high,savings,0
ACC001217,2025-12-26,student,low,current,0
ACC001218,2023-08-02,self_employed,medium,business,0
ACC001219,2022-01-25,salaried,low,business,0
ACC001220,2026-02-19,retired,medium,current,0
ACC001221,2024-04-07,self_employed,low,current,0
ACC001222,2025-08-06,self_employed,low,current,0
ACC001223,2021-12-18,self_employed,high,current,0
ACC001224,2022-03-20,business,medium,business,0
ACC001225,2025-10-10,business,low,current,0
ACC001226,2025-02-11,student,low,savings,0
ACC001227,2025-04-29,retired,low,current,0
ACC001228,2022-08-14,self_employed,low,savings,0
ACC001229,2025-11-14,retired,low,business,0
ACC001230,2025-06-22,business,low,savings,0
ACC001231,2022-04-29,salaried,low,business,0
ACC001232,2022-05-22,student,high,current,0
ACC001233,2024-06-09,salaried,low,current,0
ACC001234,2022-12-17,retired,low,business,0
ACC001235,2022-04-05,student,low,business,0
ACC001236,2022-10-10,retired,low,current,0
ACC001237,2024-01-15,student,low,savings,0
ACC001238,2026-09-05,student,low,current,0
ACC001239,2026-05-13,self_employed,medium,business,0
ACC001240,2024-06-19,salaried,low,business,0
ACC001241,2024-12-09,salaried,low,current,0
ACC001242,2026-03-19,business,low,business,0
ACC001243,2024-03-17,self_employed,low,current,0
ACC001244,2025-07-23,business,low,business,0
ACC001245,2025-12-31,retired,low,savings,0
ACC001246,2025-05-11,retired,low,current,0
ACC001247,2022-07-18,salaried,low,business,0
ACC001248,2022-09-03,business,low,business,0
ACC001249,2026-05-22,self_employed,low,current,0
ACC001250,2023-07-13,self_employed,medium,savings,0
ACC001251,2025-05-11,self_employed,medium,savings,0
ACC001252,2025-07-16,salaried,low,business,0
ACC001253,2023-08-23,retired,low,business,0
ACC001254,2025-03-21,self_employed,medium,current,0
ACC001255,2024-08-01,student,medium,savings,0
ACC001256,2025-07-22,salaried,low,current,0
ACC001257,2025-02-02,business,low,current,0
ACC001258,2025-03-28,business,low,savings,0
ACC001259,2022-07-05,business,low,current,0
ACC001260,2024-05-11,salaried,low,savings,0
ACC001261,2025-04-30,business,low,savings,0
ACC001262,2024-05-10,salaried,low,savings,0
ACC001263,2023-11-13,student,medium,current,0
ACC001264,2024-11-18,retired,low,business,0
ACC001265,2022-12-31,retired,low,current,0
ACC001266,2025-09-25,salaried,low,current,0
ACC001267,2022-04-09,self_employed,low,business,0
ACC001268,2022-06-23,retired,low,current,0
ACC001269,2022-06-05,self_employed,low,current,0
ACC001270,2022-06-29,student,medium,savings,0
ACC001271,2025-05-16,student,medium,current,0
ACC001272,2022-07-10,student,low,current,0
ACC001273,2024-11-13,salaried,high,savings,0
ACC001274,2022-10-22,self_employed,low,business,0
ACC001275,2026-06-07,retired,medium,current,0
ACC001276,2022-03-18,student,medium,business,0
ACC001277,2026-09-09,salaried,low,savings,0
ACC001278,2026-06-23,retired,medium,business,0
ACC001279,2026-06-24,student,medium,business,0
ACC001280,2024-07-03,self_employed,low,business,0
ACC001281,2022-09-27,business,low,business,0
ACC001282,2025-03-12,business,low,savings,0
ACC001283,2024-09-15,self_employed,medium,savings,0
ACC001284,2025-04-19,salaried,low,current,0
ACC001285,2022-02-19,self_employed,low,current,0
ACC001286,2024-02-23,business,low,savings,0
ACC001287,2024-05-10,salaried,low,current,0
ACC001288,2024-09-09,business,low,current,0
ACC001289,2022-07-31,business,low,current,0
ACC001290,2026-08-13,self_employed,medium,current,0
ACC001291,2026-01-06,salaried,low,current,0
ACC001292,2023-07-05,salaried,low,business,0
ACC001293,2023-01-06,self_employed,medium,business,0
ACC001294,2025-10-20,self_employed,low,current,0
ACC001295,2023-08-10,retired,low,business,1
ACC001296,2022-08-15,salaried,low,savings,0
ACC001297,2024-09-04,self_employed,low,savings,0
ACC001298,2026-06-07,self_employed,low,current,0
ACC001299,2024-10-28,student,low,current,0
ACC001300,2022-09-04,student,low,savings,0
ACC001301,2024-01-26,retired,low,business,0
ACC001302,2026-08-01,business,low,savings,0
ACC001303,2023-08-16,salaried,low,business,0
ACC001304,2025-05-08,student,low,business,0
ACC001305,2026-06-21,business,low,business,0
ACC001306,2026-06-08,salaried,low,current,0
ACC001307,2021-12-03,student,low,current,0
ACC001308,2023-12-22,student,low,business,0
ACC001309,2021-12-11,student,low,business,0
ACC001310,2023-03-27,self_employed,medium,business,0
ACC001311,2024-01-10,retired,low,business,0
ACC001312,2024-04-29,self_employed,medium,business,0
ACC001313,2024-08-03,retired,high,current,0
ACC001314,2024-09-07,retired,low,business,0
ACC001315,2021-10-01,salaried,low,business,0
ACC001316,2023-03-30,self_employed,low,business,0
ACC001317,2022-12-02,self_employed,low,business,0
ACC001318,2026-07-08,retired,medium,business,0
ACC001319,2025-02-09,student,low,savings,0
ACC001320,2022-04-17,business,low,savings,0
ACC001321,2022-11-27,retired,low,current,0
ACC001322,2021-12-17,business,medium,savings,0
ACC001323,2022-06-25,student,low,savings,0
ACC001324,2026-03-19,student,low,current,0
ACC001325,2023-07-13,retired,medium,current,0
ACC001326,2024-11-24,student,low,current,0
ACC001327,2025-04-09,retired,medium,current,0
ACC001328,2025-07-23,salaried,medium,business,0
ACC001329,2024-08-07,business,medium,savings,0
ACC001330,2023-01-15,retired,medium,business,0
ACC001331,2024-11-05,salaried,medium,current,0
ACC001332,2024-05-08,business,low,savings,0
ACC001333,2024-06-16,self_employed,low,savings,0
ACC001334,2026-07-12,student,low,business,0
ACC001335,2022-06-03,retired,low,business,1
ACC001336,2022-02-23,self_employed,medium,current,0
ACC001337,2023-01-09,student,low,savings,0
ACC001338,2023-01-15,student,low,savings,1
ACC001339,2022-02-14,retired,low,savings,0
ACC001340,2022-05-24,business,medium,current,0
ACC001341,2024-01-06,salaried,low,current,0
ACC001342,2025-06-20,retired,low,current,0
ACC001343,2025-04-22,retired,low,business,0
ACC001344,2025-10-30,self_employed,medium,savings,0
ACC001345,2025-06-17,student,medium,business,0
ACC001346,2025-03-22,self_employed,low,savings,0
ACC001347,2024-01-09,self_employed,low,current,0
ACC001348,2023-07-14,student,low,current,0
ACC001349,2026-01-21,business,low,savings,0
ACC001350,2022-09-01,salaried,medium,current,0
ACC001351,2024-08-20,student,low,business,0
ACC001352,2025-05-10,business,low,current,0
ACC001353,2022-08-23,self_employed,low,current,0
ACC001354,2024-02-10,student,medium,savings,0
ACC001355,2025-11-02,retired,low,savings,0
ACC001356,2026-03-08,self_employed,low,savings,0
ACC001357,2024-04-28,business,low,savings,0
ACC001358,2022-02-01,student,medium,savings,0
ACC001359,2023-07-30,retired,medium,current,0
ACC001360,2025-01-23,business,low,business,0
ACC001361,2022-03-02,salaried,low,business,0
ACC001362,2021-10-06,salaried,low,savings,0
ACC001363,2023-06-10,retired,low,savings,0
ACC001364,2024-04-06,business,low,business,0
ACC001365,2023-07-01,self_employed,low,business,0
ACC001366,2022-11-13,salaried,low,business,0
ACC001367,2023-11-15,salaried,low,current,0
ACC001368,2024-02-29,business,low,savings,0
ACC001369,2024-06-28,retired,medium,savings,0
ACC001370,2022-09-20,business,medium,savings,1
ACC001371,2021-10-07,student,low,savings,0
ACC001372,2025-12-06,retired,low,savings,0
ACC001373,2025-05-12,student,medium,savings,0
ACC001374,2023-03-12,student,medium,current,0
ACC001375,2022-10-19,self_employed,low,current,1
ACC001376,2024-12-07,self_employed,low,current,0
ACC001377,2026-03-25,student,low,savings,0
ACC001378,2023-08-28,salaried,medium,business,0
ACC001379,2025-12-15,retired,low,savings,0
ACC001380,2026-06-14,business,low,business,0
ACC001381,2024-09-17,salaried,medium,business,0
ACC001382,2022-04-24,self_employed,low,current,0
ACC001383,2025-01-28,student,low,savings,0
ACC001384,2022-01-22,self_employed,medium,current,0
ACC001385,2025-05-30,student,medium,current,0
ACC001386,2021-11-10,retired,medium,savings,0
ACC001387,2025-08-11,salaried,low,savings,0
ACC001388,2022-05-12,self_employed,low,current,0
ACC001389,2024-05-12,business,low,business,0
ACC001390,2026-08-06,salaried,low,current,0
ACC001391,2025-05-08,self_employed,low,current,0
ACC001392,2026-07-30,retired,low,current,0
ACC001393,2025-02-20,retired,medium,business,0
ACC001394,2025-04-02,self_employed,low,business,0
ACC001395,2024-02-29,salaried,high,savings,0
ACC001396,2022-09-05,salaried,low,business,0
ACC001397,2025-02-22,retired,medium,business,0
ACC001398,2021-11-16,retired,low,current,0
ACC001399,2024-06-18,student,low,business,0
ACC001400,2023-02-28,self_employed,low,current,0
ACC001401,2025-08-12,salaried,medium,current,0
ACC001402,2024-10-11,salaried,low,business,0
ACC001403,2022-06-13,student,low,business,0
ACC001404,2025-05-31,business,medium,business,0
ACC001405,2022-08-07,business,low,business,0
ACC001406,2023-10-08,student,low,business,1
ACC001407,2025-05-28,business,low,business,0
ACC001408,2025-02-08,self_employed,low,business,0
ACC001409,2026-02-26,retired,low,business,0
ACC001410,2022-05-15,business,low,business,0
ACC001411,2025-01-24,self_employed,low,current,0
ACC001412,2024-05-03,retired,medium,savings,0
ACC001413,2024-08-02,retired,low,current,1
ACC001414,2023-08-02,student,low,savings,0
ACC001415,2024-07-13,business,low,current,0
ACC001416,2023-02-17,self_employed,low,current,0
ACC001417,2022-05-08,business,low,current,0
ACC001418,2026-01-16,retired,low,current,0
ACC001419,2022-09-02,salaried,low,current,0
ACC001420,2026-03-19,salaried,low,savings,0
ACC001421,2026-01-14,salaried,medium,business,0
ACC001422,2023-05-08,student,medium,business,0
ACC001423,2024-09-02,self_employed,low,current,0
ACC001424,2024-09-07,student,low,savings,0
ACC001425,2022-12-15,self_employed,medium,current,0
ACC001426,2023-09-17,business,medium,business,0
ACC001427,2022-07-29,retired,medium,current,0
ACC001428,2022-12-11,retired,low,business,0
ACC001429,2023-11-17,self_employed,low,current,0
ACC001430,2023-05-18,student,low,current,0
ACC001431,2023-03-06,salaried,low,savings,0
ACC001432,2022-12-31,retired,low,business,0
ACC001433,2022-05-05,retired,low,business,0
ACC001434,2023-03-17,self_employed,low,current,0
ACC001435,2025-11-26,self_employed,low,savings,0
ACC001436,2025-08-24,student,low,current,0
ACC001437,2026-06-30,salaried,medium,business,0
ACC001438,2026-08-18,business,low,current,0
ACC001439,2025-07-08,retired,low,business,0
ACC001440,2026-07-02,self_employed,high,savings,0
ACC001441,2024-06-13,business,medium,business,0
ACC001442,2024-05-22,retired,medium,current,0
ACC001443,2022-12-26,business,medium,savings,0
ACC001444,2025-06-10,business,low,savings,0
ACC001445,2022-04-13,salaried,low,business,0
ACC001446,2025-09-08,business,medium,business,0
ACC001447,2025-06-17,retired,low,business,0
ACC001448,2024-04-10,self_employed,low,current,0
ACC001449,2024-01-14,student,low,savings,0
ACC001450,2022-03-06,self_employed,low,business,0
ACC001451,2024-09-10,business,low,business,0
ACC001452,2026-01-06,business,medium,business,0
ACC001453,2022-05-01,business,low,savings,0
ACC001454,2024-05-04,self_employed,low,current,0
ACC001455,2025-08-17,student,medium,savings,0
ACC001456,2025-07-18,self_employed,low,business,0
ACC001457,2022-01-07,student,medium,current,0
ACC001458,2022-03-08,business,low,business,0
ACC001459,2024-11-01,retired,low,business,0
ACC001460,2024-02-21,student,medium,current,0
ACC001461,2022-05-09,salaried,low,savings,0
ACC001462,2022-06-20,retired,low,business,0
ACC001463,2026-01-05,salaried,low,savings,0
ACC001464,2024-12-20,student,low,savings,0
ACC001465,2025-08-20,salaried,low,current,0
ACC001466,2026-08-21,self_employed,medium,savings,0
ACC001467,2026-06-01,student,medium,savings,0
ACC001468,2022-01-18,business,medium,business,0
ACC001469,2025-07-11,business,medium,business,0
ACC001470,2026-07-25,business,low,business,0
ACC001471,2023-04-20,student,low,savings,0
ACC001472,2024-06-07,retired,low,business,0
ACC001473,2025-09-29,student,high,savings,0
ACC001474,2025-12-18,salaried,medium,savings,0
ACC001475,2022-12-25,business,medium,current,0
ACC001476,2022-03-24,self_employed,medium,business,0
ACC001477,2025-07-13,student,medium,business,0
ACC001478,2022-07-31,business,low,business,0
ACC001479,2024-08-15,self_employed,low,savings,0
ACC001480,2022-06-02,salaried,low,savings,0
ACC001481,2025-12-28,business,low,savings,0
ACC001482,2023-03-03,retired,low,current,0
ACC001483,2022-01-12,self_employed,low,current,0
ACC001484,2023-10-22,salaried,low,business,0
ACC001485,2025-06-04,self_employed,low,current,0
ACC001486,2025-06-09,business,low,business,0
ACC001487,2026-02-27,business,medium,current,0
ACC001488,2026-02-23,retired,medium,business,0
ACC001489,2023-01-19,student,low,business,0
ACC001490,2024-10-17,student,low,savings,0
ACC001491,2024-11-14,business,low,business,0
ACC001492,2024-02-08,self_employed,low,business,0
ACC001493,2024-12-29,retired,low,savings,0
ACC001494,2025-03-06,self_employed,low,current,0
ACC001495,2024-07-30,student,low,business,0
ACC001496,2022-02-22,business,low,business,0
ACC001497,2024-07-18,salaried,low,current,0
ACC001498,2022-04-05,retired,low,business,0
ACC001499,2024-07-03,business,medium,savings,0
ACC001500,2022-07-03,salaried,low,current,0
ACC001501,2026-06-12,retired,medium,savings,1
ACC001502,2024-12-27,retired,low,business,0
ACC001503,2024-02-12,student,low,business,0
ACC001504,2023-11-04,student,low,business,0
ACC001505,2022-12-24,retired,low,current,0
ACC001506,2024-07-14,self_employed,low,savings,0
ACC001507,2022-05-24,salaried,low,business,0
ACC001508,2026-08-28,business,low,savings,0
ACC001509,2022-11-26,self_employed,low,savings,0
ACC001510,2024-09-03,retired,medium,savings,0
ACC001511,2024-05-03,business,medium,business,0
ACC001512,2025-01-12,retired,low,savings,0
ACC001513,2022-10-18,self_employed,low,business,0
ACC001514,2022-06-03,student,low,savings,0
ACC001515,2024-05-01,salaried,low,current,0
ACC001516,2026-06-15,business,low,savings,0
ACC001517,2024-11-26,student,low,current,0
ACC001518,2024-06-29,retired,low,savings,0
ACC001519,2022-10-15,retired,low,business,0
ACC001520,2026-03-06,salaried,low,business,0
ACC001521,2022-06-30,salaried,medium,business,0
ACC001522,2025-04-20,salaried,medium,savings,0
ACC001523,2026-01-09,student,medium,savings,0
ACC001524,2024-10-11,student,medium,current,0
ACC001525,2021-11-08,business,low,current,0
ACC001526,2024-10-13,retired,low,business,0
ACC001527,2024-04-29,salaried,low,business,0
ACC001528,2023-03-27,self_employed,low,current,0
ACC001529,2023-07-10,business,low,business,0
ACC001530,2024-08-09,self_employed,low,business,0
ACC001531,2025-11-01,student,high,savings,0
ACC001532,2023-05-02,business,medium,savings,0
ACC001533,2023-08-17,salaried,low,business,0
ACC001534,2022-11-14,business,low,business,0
ACC001535,2023-01-07,salaried,low,business,0
ACC001536,2022-05-10,student,low,business,0
ACC001537,2024-03-19,business,low,savings,0
ACC001538,2022-07-24,self_employed,low,current,0
ACC001539,2026-01-07,self_employed,low,business,0
ACC001540,2026-04-17,business,medium,business,0
ACC001541,2026-03-06,retired,low,savings,0
ACC001542,2022-01-08,student,low,current,0
ACC001543,2024-07-25,salaried,low,business,0
ACC001544,2022-10-25,retired,high,current,0
ACC001545,2024-11-26,self_employed,low,savings,0
ACC001546,2023-01-05,salaried,low,savings,0
ACC001547,2023-01-30,self_employed,low,current,0
ACC001548,2023-03-28,student,low,current,0
ACC001549,2023-02-09,business,low,business,0
ACC001550,2025-06-03,student,medium,current,0
ACC001551,2022-01-26,self_employed,low,savings,0
ACC001552,2025-03-12,self_employed,medium,business,0
ACC001553,2024-10-18,retired,low,current,1
ACC001554,2023-09-20,self_employed,low,current,0
ACC001555,2025-06-24,retired,low,current,0
ACC001556,2024-02-15,student,low,savings,0
ACC001557,2025-07-08,self_employed,low,savings,0
ACC001558,2023-09-10,student,medium,savings,0
ACC001559,2026-03-30,business,low,business,0
ACC001560,2023-09-26,salaried,medium,savings,0
ACC001561,2024-05-01,business,low,business,0
ACC001562,2025-09-09,business,low,business,0
ACC001563,2023-05-08,self_employed,medium,business,0
ACC001564,2024-10-29,student,low,business,0
ACC001565,2026-07-21,retired,low,savings,0
ACC001566,2025-06-12,student,low,business,0
ACC001567,2025-08-17,student,low,business,0
ACC001568,2024-02-05,business,low,current,0
ACC001569,2024-12-12,business,low,savings,0
ACC001570,2025-12-23,business,low,business,0
ACC001571,2026-03-09,self_employed,low,savings,0
ACC001572,2025-04-05,business,medium,business,0
ACC001573,2023-01-29,self_employed,medium,current,0
ACC001574,2023-05-26,student,low,current,0
ACC001575,2022-11-16,self_employed,low,current,0
ACC001576,2023-10-29,self_employed,low,savings,0
ACC001577,2022-02-22,business,medium,current,0
ACC001578,2025-10-15,retired,low,current,0
ACC001579,2024-11-09,salaried,low,business,0
ACC001580,2026-06-01,student,low,business,0
ACC001581,2022-07-28,student,medium,current,0
ACC001582,2026-02-01,business,low,savings,0
ACC001583,2022-10-05,retired,low,current,0
ACC001584,2024-02-15,business,low,savings,0
ACC001585,2022-05-31,business,low,savings,0
ACC001586,2023-01-24,business,low,current,0
ACC001587,2024-01-08,retired,medium,business,0
ACC001588,2025-07-09,salaried,low,savings,0
ACC001589,2026-01-24,retired,low,savings,0
ACC001590,2022-12-14,business,low,savings,0
ACC001591,2025-06-03,self_employed,low,current,0
ACC001592,2022-06-24,business,medium,savings,0
ACC001593,2023-08-03,self_employed,low,current,0
ACC001594,2025-07-15,salaried,low,current,0
ACC001595,2024-09-03,retired,low,savings,0
ACC001596,2021-12-04,retired,low,savings,0
ACC001597,2025-03-25,self_employed,low,savings,0
ACC001598,2022-02-25,self_employed,low,savings,0
ACC001599,2025-01-26,business,low,savings,0
ACC001600,2025-12-20,student,medium,business,1
ACC001601,2024-11-17,retired,low,business,0
ACC001602,2023-09-15,salaried,medium,business,0
ACC001603,2024-12-25,student,medium,savings,0
ACC001604,2022-05-24,retired,low,current,0
ACC001605,2024-11-20,retired,low,current,0
ACC001606,2023-08-11,business,low,business,0
ACC001607,2021-12-09,self_employed,low,business,0
ACC001608,2024-05-30,student,low,business,0
ACC001609,2022-07-17,student,medium,business,0
ACC001610,2024-07-20,business,low,current,0
ACC001611,2022-12-10,retired,low,savings,0
ACC001612,2022-11-14,self_employed,low,business,0
ACC001613,2022-01-10,retired,medium,business,0
ACC001614,2024-02-21,salaried,low,business,0
ACC001615,2025-09-19,business,low,business,1
ACC001616,2022-11-18,business,medium,savings,0
ACC001617,2025-09-09,retired,low,business,0
ACC001618,2025-07-07,business,medium,business,0
ACC001619,2021-09-29,retired,low,current,0
ACC001620,2022-05-17,salaried,low,current,0
ACC001621,2021-11-11,self_employed,medium,current,0
ACC001622,2023-11-17,retired,low,business,0
ACC001623,2023-07-15,business,low,savings,0
ACC001624,2022-12-21,student,low,savings,0
ACC001625,2026-05-15,salaried,low,business,0
ACC001626,2026-03-10,retired,low,savings,0
ACC001627,2025-04-20,salaried,low,savings,0
ACC001628,2022-08-24,business,low,business,0
ACC001629,2024-02-25,self_employed,low,current,0
ACC001630,2023-09-21,retired,low,savings,0
ACC001631,2024-04-05,retired,low,current,0
ACC001632,2022-09-26,student,medium,current,0
ACC001633,2022-02-08,business,low,current,0
ACC001634,2023-09-23,retired,medium,current,0
ACC001635,2025-04-09,business,medium,current,0
ACC001636,2025-08-03,self_employed,low,business,0
ACC001637,2022-03-27,retired,low,current,0
ACC001638,2022-08-23,business,low,business,0
ACC001639,2025-12-13,retired,medium,business,0
ACC001640,2026-04-05,salaried,medium,current,0
ACC001641,2021-11-03,self_employed,low,business,0
ACC001642,2026-01-31,retired,medium,business,0
ACC001643,2026-08-04,business,low,business,0
ACC001644,2023-10-04,salaried,low,business,0
ACC001645,2022-12-03,salaried,medium,savings,0
ACC001646,2024-03-05,retired,medium,current,0
ACC001647,2025-05-08,salaried,low,savings,0
ACC001648,2021-09-17,student,low,savings,0
ACC001649,2024-09-13,retired,medium,current,0
ACC001650,2023-09-30,business,low,current,0
ACC001651,2026-07-21,business,low,savings,0
ACC001652,2025-03-30,retired,low,savings,0
ACC001653,2023-04-17,business,low,savings,0
ACC001654,2022-06-05,business,low,business,0
ACC001655,2026-02-25,self_employed,low,business,0
ACC001656,2024-10-07,salaried,low,business,0
ACC001657,2022-04-11,salaried,high,savings,0
ACC001658,2026-03-05,student,medium,current,0
ACC001659,2026-04-30,retired,low,savings,0
ACC001660,2026-01-06,business,low,business,0
ACC001661,2026-01-07,salaried,medium,business,0
ACC001662,2026-05-31,student,medium,business,0
ACC001663,2021-11-15,business,low,current,0
ACC001664,2025-01-08,self_employed,low,savings,0
ACC001665,2025-09-12,retired,medium,business,0
ACC001666,2022-01-26,salaried,low,current,0
ACC001667,2024-12-27,business,low,savings,0
ACC001668,2024-11-15,business,low,savings,0
ACC001669,2023-11-10,business,high,business,1
ACC001670,2021-11-02,business,low,current,1
ACC001671,2024-09-26,retired,low,savings,0
ACC001672,2022-04-10,student,high,current,0
ACC001673,2024-08-19,retired,medium,savings,0
ACC001674,2023-10-02,retired,low,savings,0
ACC001675,2022-08-01,retired,low,savings,0
ACC001676,2026-08-25,self_employed,medium,current,0
ACC001677,2024-07-12,student,low,savings,0
ACC001678,2022-11-01,student,low,savings,0
ACC001679,2022-01-28,retired,low,current,0
ACC001680,2024-09-11,salaried,low,savings,0
ACC001681,2026-05-06,retired,low,savings,0
ACC001682,2024-07-30,business,low,business,0
ACC001683,2023-03-10,self_employed,low,savings,0
ACC001684,2025-08-26,self_employed,medium,current,0
ACC001685,2025-10-08,self_employed,low,savings,0
ACC001686,2023-04-02,business,low,savings,0
ACC001687,2022-11-05,salaried,medium,business,0
ACC001688,2022-03-28,retired,low,business,0
ACC001689,2025-08-04,salaried,medium,current,0
ACC001690,2022-01-05,business,low,business,0
ACC001691,2024-03-12,student,low,business,0
ACC001692,2023-06-01,student,low,business,0
ACC001693,2022-01-27,self_employed,low,current,0
ACC001694,2023-05-25,retired,medium,savings,0
ACC001695,2022-01-21,business,low,business,0
ACC001696,2024-05-20,self_employed,low,savings,0
ACC001697,2024-05-03,business,low,business,0
ACC001698,2026-01-31,salaried,low,savings,0
ACC001699,2025-02-01,retired,low,current,0
ACC001700,2026-04-27,student,low,current,0
ACC001701,2025-09-22,self_employed,low,savings,0
ACC001702,2023-11-09,student,low,business,0
ACC001703,2022-01-04,student,low,current,0
ACC001704,2023-04-29,retired,low,business,0
ACC001705,2024-02-18,student,low,current,0
ACC001706,2024-09-26,student,low,business,0
ACC001707,2022-02-08,self_employed,high,business,0
ACC001708,2024-07-10,self_employed,medium,business,0
ACC001709,2024-01-09,student,medium,business,0
ACC001710,2022-10-04,retired,medium,savings,0
ACC001711,2024-10-30,self_employed,medium,business,0
ACC001712,2025-06-01,self_employed,low,savings,0
ACC001713,2025-02-06,self_employed,low,savings,0
ACC001714,2025-06-10,business,low,current,0
ACC001715,2024-12-27,retired,low,business,0
ACC001716,2024-08-01,business,low,savings,0
ACC001717,2023-04-16,self_employed,low,current,0
ACC001718,2025-12-02,retired,medium,savings,0
ACC001719,2025-12-06,retired,medium,current,0
ACC001720,2024-10-28,student,low,business,0
ACC001721,2026-02-12,student,low,current,0
ACC001722,2023-12-20,salaried,low,business,0
ACC001723,2022-05-27,business,low,business,0
ACC001724,2025-04-23,business,low,current,0
ACC001725,2022-05-16,student,low,business,0
ACC001726,2025-05-12,retired,medium,current,0
ACC001727,2023-03-27,salaried,low,current,0
ACC001728,2026-05-04,retired,low,savings,0
ACC001729,2024-03-13,self_employed,low,current,0
ACC001730,2024-06-06,retired,low,business,0
ACC001731,2022-07-28,retired,medium,savings,0
ACC001732,2022-05-19,salaried,low,savings,0
ACC001733,2024-06-27,student,low,current,0
ACC001734,2024-03-19,student,low,current,0
ACC001735,2024-04-22,student,medium,current,0
ACC001736,2025-06-29,business,low,current,0
ACC001737,2025-04-28,retired,low,savings,0
ACC001738,2023-02-12,self_employed,medium,business,0
ACC001739,2025-06-23,student,medium,business,0
ACC001740,2024-09-09,salaried,low,current,0
ACC001741,2025-07-03,salaried,low,current,0
ACC001742,2022-01-22,business,low,current,0
ACC001743,2024-09-12,business,medium,savings,0
ACC001744,2025-05-26,salaried,low,savings,1
ACC001745,2024-01-14,salaried,low,current,0
ACC001746,2022-03-10,student,low,business,0
ACC001747,2022-05-04,student,low,savings,0
ACC001748,2025-02-26,self_employed,low,savings,0
ACC001749,2024-10-15,salaried,low,current,0
ACC001750,2026-01-24,student,medium,current,0
ACC001751,2023-01-23,business,medium,business,0
ACC001752,2021-12-18,retired,low,business,0
ACC001753,2022-11-30,business,low,business,0
ACC001754,2025-06-05,retired,low,business,0
ACC001755,2021-12-30,business,low,business,1
ACC001756,2022-10-10,business,low,current,0
ACC001757,2022-04-09,retired,low,savings,0
ACC001758,2023-09-16,retired,low,current,0
ACC001759,2024-10-25,student,low,savings,0
ACC001760,2024-10-12,salaried,low,savings,0
ACC001761,2024-12-15,student,low,business,0
ACC001762,2026-07-11,salaried,low,current,0
ACC001763,2021-12-22,retired,low,current,0
ACC001764,2023-01-02,student,low,savings,0
ACC001765,2025-07-11,business,low,current,0
ACC001766,2024-11-08,business,low,savings,0
ACC001767,2024-11-11,self_employed,medium,business,0
ACC001768,2025-06-23,retired,medium,savings,0
ACC001769,2022-05-09,student,low,business,0
